MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_001, 1.0.0, , "Role `ROLE_TEMPLATE_MODEL_OUTPUT_PUT_ITEM` is required"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_002, 1.0.0, , "Parameter `code` is required"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_003, 1.0.0, , "Parameter `code` is a valid uuid"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_004, 1.0.0, , "Property `name` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_005, 1.0.0, , "Property `name` has a min length of 2 characters"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_006, 1.0.0, , "Property `name` has a max length of 255 characters"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_007, 1.0.0, , "Property `platform` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_008, 1.0.0, , "Property `platform` is a valid IRI of Platform"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_009, 1.0.0, , "Property `templateModel` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_010, 1.0.0, , "Property `templateModel` is an array of valid IRI of Template Model Output"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_011, 1.0.0, , "Property `number` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_012, 1.0.0, , "Property `number` is an integer"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_013, 1.0.0, , "Property `templateModel` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_014, 1.0.0, , "Property `templateModel` is a valid IRI of TemplateModel"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_015, 1.0.0, , "Property `videoStream` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_016, 1.0.0, , "Property `videoStream` is a valid IRI of VideoStream"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_017, 1.0.0, , "Property `videoOverlay` is optional"
MR_DSA_TEMPLATE_MODEL_OUTPUT_PUT_ITEM_018, 1.0.0, , "Property `videoOverlay` is a valid IRI of VideoOverlay"
