MR_DSA_DEVICE_GET_COLLECTION_001, 1.0.0, , "Role `ROLE_DEVICE_GET_COLLECTION` is required"
MR_DSA_DEVICE_GET_COLLECTION_002, 1.0.0, , "Using `properties[]=myPropertyName` query param allows to only get the field `myPropertyName` and the json-ld fields."
MR_DSA_DEVICE_GET_COLLECTION_003, 1.0.0, , "Parameter `page` is optional"
MR_DSA_DEVICE_GET_COLLECTION_004, 1.0.0, , "Parameter `page` is a number"
MR_DSA_DEVICE_GET_COLLECTION_005, 1.0.0, , "Parameter `limit` is optional"
MR_DSA_DEVICE_GET_COLLECTION_006, 1.0.0, , "Parameter `limit` is a number"
MR_DSA_DEVICE_GET_COLLECTION_007, 1.0.0, , "Parameter `name` is optional"
MR_DSA_DEVICE_GET_COLLECTION_008, 1.0.0, , "Parameter `name` is a string"
MR_DSA_DEVICE_GET_COLLECTION_009, 1.0.0, , "Parameter `createdAt` is optional"
MR_DSA_DEVICE_GET_COLLECTION_010, 1.0.0, , "Parameter `createdAt` is a date"
MR_DSA_DEVICE_GET_COLLECTION_011, 1.0.0, , "Parameter `updatedAt` is optional"
MR_DSA_DEVICE_GET_COLLECTION_012, 1.0.0, , "Parameter `updatedAt` is a date"
MR_DSA_DEVICE_GET_COLLECTION_013, 1.0.0, , "Parameter `enabled` is optional"
MR_DSA_DEVICE_GET_COLLECTION_014, 1.0.0, , "Parameter `enabled` is a boolean"
MR_DSA_DEVICE_GET_COLLECTION_015, 1.0.0, , "Parameter `code` is optional"
MR_DSA_DEVICE_GET_COLLECTION_016, 1.0.0, , "Parameter `code` is a string"
MR_DSA_DEVICE_GET_COLLECTION_017, 1.0.0, , "Parameter `search_global` is a string"
MR_DSA_DEVICE_GET_COLLECTION_018, 1.0.0, , "Parameter `search_global` is optional"
MR_DSA_DEVICE_GET_COLLECTION_019, 1.0.0, , "Parameter `search_network` is a string"
MR_DSA_DEVICE_GET_COLLECTION_020, 1.0.0, , "Parameter `search_network` is optional"
MR_DSA_DEVICE_GET_COLLECTION_021, 1.0.0, , "Parameter `search_site` is a string"
MR_DSA_DEVICE_GET_COLLECTION_022, 1.0.0, , "Parameter `search_site` is optional"
MR_DSA_DEVICE_GET_COLLECTION_023, 1.0.0, , "Parameter `enabled` is a boolean"
MR_DSA_DEVICE_GET_COLLECTION_024, 1.0.0, , "Parameter `enabled` is optional"
MR_DSA_DEVICE_GET_COLLECTION_025, 1.0.0, , "Parameter `site.name` is a string"
MR_DSA_DEVICE_GET_COLLECTION_026, 1.0.0, , "Parameter `site.name` is optional"
MR_DSA_DEVICE_GET_COLLECTION_027, 1.0.0, , "Parameter `site.externalId` is a string"
MR_DSA_DEVICE_GET_COLLECTION_028, 1.0.0, , "Parameter `site.externalId` is optional"
MR_DSA_DEVICE_GET_COLLECTION_029, 1.0.0, , "Parameter `network.name` is a string"
MR_DSA_DEVICE_GET_COLLECTION_030, 1.0.0, , "Parameter `network.name` is optional"
MR_DSA_DEVICE_GET_COLLECTION_031, 1.0.0, , "Parameter `serialNumber` is a string"
MR_DSA_DEVICE_GET_COLLECTION_032, 1.0.0, , "Parameter `serialNumber` is optional"
MR_DSA_DEVICE_GET_COLLECTION_033, 1.0.0, , "Parameter `macAddress` is a string"
MR_DSA_DEVICE_GET_COLLECTION_034, 1.0.0, , "Parameter `macAddress` is optional"
MR_DSA_DEVICE_GET_COLLECTION_035, 1.0.0, , "Parameter `isSshEnabled` is a boolean"
MR_DSA_DEVICE_GET_COLLECTION_036, 1.0.0, , "Parameter `isSshEnabled` is optional"
MR_DSA_DEVICE_GET_COLLECTION_037, 1.0.0, , "Parameter `isVpnEnabled` is a boolean"
MR_DSA_DEVICE_GET_COLLECTION_038, 1.0.0, , "Parameter `isVpnEnabled` is optional"
MR_DSA_DEVICE_GET_COLLECTION_039, 1.0.0, , "Parameter `status.name` is a string"
MR_DSA_DEVICE_GET_COLLECTION_040, 1.0.0, , "Parameter `status.name` is optional"
